ID,date,title,eventDesc,location,eventTime,category,link,emailId
276,"Tuesday, October 21 2014",Panel discussion on juvenile justice reform,Presented by UF Law Center on Children and Families and Bob Graham Center for Public Service," UF Law, Chesterfield Smith Memorial Classroom, HOL 180
",6 - 7 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/panel-discussion-on-juvenile-justice-reform.php,mlwalker@law.ufl.edu
277,"Tuesday, October 21 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
278,"Wednesday, October 22 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
279,"Wednesday, October 22 2014",Peace Corps Recruiter Visit,Sponsored by UFIC,null,5 - 8 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/september/peace-corps-recruiter-visit.php,cchernet@peacecorps.gov
280,"Wednesday, October 22 2014",SA+AH: OPENING RECEPTION,SA+AH: OPENING RECEPTION - COME HOME; Selections from the Collection of Hector Puig. Sponsored by University Galleries.," University Gallery
",7 - 9 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/saah-opening-reception-.php,jessieward.ufcota@gmail.com
281,"Thursday, October 23 2014",UF Graduate School Information Day,Sponsored by The University of Florida Graduate School," Emerson Alumni Hall
More Info > ",More info,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/uf-graduate-school-information-day.php,//tinyurl.com/GradInfoDay2014
282,"Thursday, October 23 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
283,"Thursday, October 23 2014",Soccer vs. Georgia,YOUR Gators vs. the Bulldogs," James G. Pressly Stadium
",7 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/soccer-vs-georgia.php,promotions@gators.uaa.ufl.edu
284,"Thursday, October 23 2014",Cripple of Inishmaan,Sponsored by School of Theatre + Dance," Black Box Theatre (McGuire Pavilion)
","7:30 p.m. Sept. 26-27, Sept. 30 and Oct. 1 - 4","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/cripple-of-inishmaan-2.php,jessieward.ufcota@gmail.com
285,"Thursday, October 23 2014",GatorNights: Hot Miami,"GatorNights: always Friday, always free, with your Gator 1 ID!"," J. Wayne Reitz Student Union
",8 p.m. - 1 a.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/gatornights-hot-miami.php,margarets@union.ufl.edu
286,"Thursday, October 23 2014",ASEE Scavenger Hunt,Presented by ASEE (American Society for Engineering Education)," Throughout Campus, with a singular starting location (TBD)
",11 a.m. - Noon,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/asee-scavenger-hunt.php,vicepresident.aseeuf@gmail.com
287,"Friday, October 24 2014",Ribab Fusion,On tour as part of Center Stage," University Auditorium
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/ribab-fusion.php,adouglas@performingarts.ufl.edu
288,"Friday, October 24 2014",Cripple of Inishmaan,Sponsored by School of Theatre + Dance," Black Box Theatre (McGuire Pavilion)
","7:30 p.m. Sept. 26-27, Sept. 30 and Oct. 1 - 4","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/cripple-of-inishmaan-2.php,jessieward.ufcota@gmail.com
289,"Friday, October 24 2014","Lynn Harrell, Cello",Sponsored by Dharma Endowment Foundation," University Auditorium
",2:00 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/lynn-harrell-cello.php,adouglas@performingarts.ufl.edu
290,"Friday, October 24 2014",Soccer vs. Missouri,YOUR Gators vs. the Tigers," James G. Pressly Stadium
",2 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/soccer-vs-missouri.php,promotions@gators.uaa.ufl.edu
291,"Friday, October 24 2014",Cripple of Inishmaan,Sponsored by School of Theatre + Dance," Black Box Theatre (McGuire Pavilion)
",2 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/cripple-of-inishmaan-1.php,jessieward.ufcota@gmail.com
292,"Sunday, October 26 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
293,"Sunday, October 26 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
294,"Sunday, October 26 2014",Medical Marijuana Forum,"Sponsored by Bob Graham Center for Public Service and the Gainesville Sun,"," Bob Graham Center - Pugh Hall
",6 - 7 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/medical-marijuana-forum-.php,kbaron76@ufl.edu
295,"Sunday, October 26 2014",Authors@UF: Chrisopher Silver,Sponsored by George A. Smathers Libraries.," Smathes Library (East) Room 100
",7 - 8:30 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/authorsuf-chrisopher-silver-.php,bhood@ufl.edu
296,"Monday, October 27 2014",Cripple of Inishmaan,Sponsored by School of Theatre + Dance," Black Box Theatre (McGuire Pavilion)
","7:30 p.m. Sept. 26-27, Sept. 30 and Oct. 1 - 4","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/cripple-of-inishmaan.php,jessieward.ufcota@gmail.com
297,"Monday, October 27 2014",International & Minority Science Fiction in a Global World,Presented by Center for the Humanities and the Public Sphere," Smathers Library Room 100; Ustler Hall
",8:30 a.m. - 9 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/international--minority-science-fiction-in-a-global-world-.php,tharpold@ufl.edu
298,"Tuesday, October 28 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
299,"Tuesday, October 28 2014",Early Humans in the Americas: When Did They Arrive and Where Did They Come From?,"Presented by Archaeological Institute of America, Gainesville Chapter"," 230 Rinker
",UF Calendar,,http://calendar.ufl.edu/event-archive/2014/october/early-humans-in-the-americas-when-did-they-arrive-and-where-did-they-come-from-.php,elaughlin@ufl.edu
300,"Tuesday, October 28 2014",Cripple of Inishmaan,Sponsored by School of Theatre + Dance," Black Box Theatre (McGuire Pavilion)
","7:30 p.m. Sept. 26-27, Sept. 30 and Oct. 1 - 4","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/cripple-of-inishmaan-1.php,jessieward.ufcota@gmail.com
301,"Tuesday, October 28 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
302,"Wednesday, October 29 2014",Cripple of Inishmaan,Sponsored by School of Theatre + Dance," Black Box Theatre (McGuire Pavilion)
","7:30 p.m. Sept. 26-27, Sept. 30 and Oct. 1 - 4","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/cripple-of-inishmaan-1.php,jessieward.ufcota@gmail.com
303,"Wednesday, October 29 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
304,"Wednesday, October 29 2014",CAMELOT,"Friday, October 3, 7:30 p.m. Sunday, October 5, 2 p.m."," Phillips Center
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/camelot.php,adouglas@performingarts.ufl.edu
305,"Thursday, October 30 2014",CAMELOT,"Friday, October 3, 7:30 p.m. Sunday, October 5, 2 p.m."," Phillips Center
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/camelot-1.php,adouglas@performingarts.ufl.edu
306,"Thursday, October 30 2014",Cripple of Inishmaan,Sponsored by School of Theatre + Dance," Black Box Theatre (McGuire Pavilion)
","7:30 p.m. Sept. 26-27, Sept. 30 and Oct. 1 - 4","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/cripple-of-inishmaan-1.php,jessieward.ufcota@gmail.com
307,"Friday, October 31 2014",ButterflyFest,Presented by Florida Museum of Natural History," Florida Museum of Natural History
",10 a.m. - 5 p.m.,"UF Calendar, Arts & Museums",http://calendar.ufl.edu/event-archive/2014/october/butterflyfest.php,//www.flmnh.ufl.edu/butterflyfest
308,"Friday, October 31 2014",Gallery Talk: Focus on Latin America,Presented by Harn Museum of Art," Harn Museum of Art
",1 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/gallery-talk-focus-on-latin-america.php,mpugh@harn.ufl.edu
309,"Friday, October 31 2014",Cripple of Inishmaan,Sponsored by School of Theatre + Dance," Black Box Theatre (McGuire Pavilion)
","7:30 p.m. Sept. 26-27, Sept. 30 and Oct. 1 - 4","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/cripple-of-inishmaan-1.php,jessieward.ufcota@gmail.com
310,"Friday, October 31 2014",Cripple of Inishmaan,Sponsored by School of Theatre + Dance," Black Box Theatre (McGuire Pavilion)
",2 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/cripple-of-inishmaan.php,jessieward.ufcota@gmail.com
311,"Saturday, November 01 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
312,"Saturday, November 01 2014",Chris Thile & Edgar Meyer,Chris Thile & Edgar Meyer," Phillips Center
",7:30 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/chris-thile--edgar-meyer--.php,adouglas@performingarts.ufl.edu
313,"Sunday, November 02 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
314,"Sunday, November 02 2014",Exhibition Opening: Into the Fold,Presented by Harn Museum of Art," Harn Museum of Art
",11 a.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/exhibition-opening-into-the-fold.php,mpugh@harn.ufl.edu
315,"Monday, November 03 2014",Film screening: The Guitar,Directed by Amy Redford," Phillips Center
",7:30 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/film-screening-the-guitar.php,adouglas@performingarts.ufl.edu
316,"Monday, November 03 2014",Graduate Student Research Day Judge Registration Deadline,Sponsored by Graduate Student Advisory Council (GSAC)," J. Wayne Reitz Student Union
",8 a.m. - 5 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/graduate-student-research-day-judge-registration-deadline-.php,//i3.institutes.ufl.edu/2014-graduate-student-research-day/
317,"Tuesday, November 04 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
318,"Tuesday, November 04 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
319,"Wednesday, November 05 2014",Museum Nights: Art in Eningeering,Presented by Harn Museum of Art," Harn Museum of Art
",6 - 9 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/museum-nights-art-in-eningeering.php,mpugh@harn.ufl.edu
320,"Wednesday, November 05 2014",UF Symphony Orchestra,The Story of Cinderella with narration by Amy Redford," Phillips Center
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/uf-symphony-orchestra.php,adouglas@performingarts.ufl.edu
321,"Thursday, November 06 2014",2014 Graduate Student Research Day Registration deadline,Presented by Graduate Student Advisory Council (GSAC)," Register online
",8 a.m. - 5 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/2014-graduate-student-research-day-registration-deadline-.php,ha@chem.ufl.edu
322,"Thursday, November 06 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
323,"Thursday, November 06 2014",Soccer vs. Miss. State,YOUR Gators vs. the Bulldogs," James G. Pressly Stadium
",7 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/soccer-vs-miss-state.php,promotions@gators.uaa.ufl.edu
324,"Thursday, November 06 2014",GatorNights: Imagine,"Always Friday, always free, with your Gator 1 ID!"," J. Wayne Reitz Union
",8 p.m. - 1 a.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/gatornights-imagine-.php,margarets@union.ufl.edu
325,"Friday, November 07 2014",Gainesville Latino Film Festival Screening: Defensa 1464,Presented by Harn Museum of Art," Harn Museum of Art
",2 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/gainesville-latino-film-festival-screening-defensa-1464.php,mpugh@harn.ufl.edu
326,"Friday, November 07 2014",Football vs. LSU,YOUR Gators vs. the Tigers," Ben Hill Griffin Stadium
",7:30 p.m. Kickoff,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/football--vs-lsu.php,promotions@gators.uaa.ufl.edu
327,"Friday, November 07 2014",Gallery Talk: Augenblick,Presented by Harn Museum of Art," Harn Museum of Art
",3 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/gallery-talk-augenblick.php,mpugh@harn.ufl.edu
328,"Friday, November 07 2014",Get Up and Give,Sponsored by University of Florida Foundation," online
",UF Calendar,,http://calendar.ufl.edu/event-archive/2014/october/get-up-and-give-.php,hduiser@uff.ufl.edu
329,"Saturday, November 08 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
330,"Saturday, November 08 2014","Indigenous Knowledge, Spirituality and the Future of Humans in Nature",Sponsored by College of Liberal Arts and Sciences - Department of Religion - American and Indigenous Studies Program," Keene-Flint 050
",3 - 6 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/indigenous-knowledge-spirituality-and-the-future-of-humans-in-nature.php,baniwa05@ufl.edu
331,"Saturday, November 08 2014",Lecture: Evan Selinger,"Lecture: ""The Outsourcing Illusion: Why Tempting Technology Can Lead To Dangerous Delegation"" with Evan Selinger (Rochester Institute of Technology)"," Smathers Library 100
",5:30 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/lecture-evan-selinger.php,skacord@ufl.edu
332,"Saturday, November 08 2014",Steve Baines: Religious Liberty - What it REALLY Means,Sponsored by Bob Graham Center for Public Service and Multi-Cultural and Diversity Affairs," Bob Graham Center - Pugh Hall
",6 - 7 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/steve-baines-religious-liberty---what-it-really-means-.php,kbaron76@ufl.edu
333,"Sunday, November 09 2014",Get Up and Give,Sponsored by University of Florida Foundation," online
",UF Calendar,,http://calendar.ufl.edu/event-archive/2014/october/get-up-and-give-.php,hduiser@uff.ufl.edu
334,"Sunday, November 09 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
335,"Monday, November 10 2014",Get Up and Give,Sponsored by University of Florida Foundation," online
",UF Calendar,,http://calendar.ufl.edu/event-archive/2014/october/get-up-and-give-.php,hduiser@uff.ufl.edu
336,"Monday, November 10 2014",Pop-Up Culture,Presented by UF College of the Arts," Plaza of the Americas
",8 a.m. - 8 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/pop-up-culture.php,//www.arts.ufl.edu/
337,"Monday, November 10 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
338,"Tuesday, November 11 2014",Get Up and Give,Sponsored by University of Florida Foundation," online
",UF Calendar,,http://calendar.ufl.edu/event-archive/2014/october/get-up-and-give-.php,hduiser@uff.ufl.edu
339,"Tuesday, November 11 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
340,"Tuesday, November 11 2014",New Findings at Rindoon Castle,"Sponsored by Center for the Humanities and the Public Sphere, Yavitz Fund; UF College of Liberal Arts and Sciences, History and Anthropology Departments; Gainesville Society of the AIA"," UF, Smathers Library room 100
",7 - 9 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/new-findings-at-rindoon-castle-.php,elaughlin@ufl.edu
341,"Wednesday, November 12 2014",Diplomats of Drum,Diplomats of Drum," Phillips Center
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/diplomats-of-drum.php,adouglas@performingarts.ufl.edu
342,"Thursday, November 13 2014",UF Homecoming - No Classes,UF Homecoming - No Classes,null,"Academic Calendar, UF Calendar",,http://calendar.ufl.edu/event-archive/2014/october/uf-homecoming---no-classes.php,kzemba@ufl.edu
343,"Thursday, November 13 2014",Get Up and Give,Sponsored by University of Florida Foundation," online
",UF Calendar,,http://calendar.ufl.edu/event-archive/2014/october/get-up-and-give-.php,hduiser@uff.ufl.edu
344,"Thursday, November 13 2014",SunTrust Gator Gallop,The 2 mile course sponsored by Fit2Run will begin at the Percy Beard Track and run throughout campus.," Percy Beard Track and throughout campus
",Check-in at 9:15 a.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/suntrust-gator-gallop.php,producer@gatorgrowl.org
345,"Thursday, November 13 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
346,"Thursday, November 13 2014",Homecoming Parade,The Homecoming Parade is one of the longest running traditions at the University of Florida.," University Avenue
",12 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/homecoming-parade.php,producer@gatorgrowl.org
347,"Friday, November 14 2014",UF Homecoming - No Classes,UF Homecoming - No Classes,null,"Academic Calendar, UF Calendar",,http://calendar.ufl.edu/event-archive/2014/october/uf-homecoming---no-classes.php,kzemba@ufl.edu
348,"Friday, November 14 2014",Alumni BBQ,Gators of all ages are welcome at the Alumni BBQ.," Emerson Hall
",4 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/alumni-bbq.php,producer@gatorgrowl.org
349,"Friday, November 14 2014",Football vs. Missouri,Homecoming: YOUR Gators vs. the Tigers," Ben Hill Griffin Stadium
",7 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/football--vs-missouri.php,promotions@gators.uaa.ufl.edu
350,"Friday, November 14 2014",Cypress String Quartet,Cypress String Quartet," University Auditorium
",2:00 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/cypress-string-quartet.php,adouglas@performingarts.ufl.edu
351,"Friday, November 14 2014",Earl Klugh Trio,Earl Klugh Trio," University Auditorium
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/earl-klugh-trio.php,adouglas@performingarts.ufl.edu
352,"Friday, November 14 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
353,"Saturday, November 15 2014",Homeschool Day: Megalodon,Presented by Florida Museum of Natural History," Florida Museum of Natural History
","Arts & Museums, UF Calendar",,http://calendar.ufl.edu/event-archive/2014/october/homeschool-day-megalodon.php,rdelcioppo@ufl.edu
354,"Saturday, November 15 2014",Davis Projects for Peace Info Session 1,Sponsored by Center for Leadership and Service," International Center at the Hub
",5:30 - 7 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/davis-projects-for-peace-info-session-1-.php,CarlaC@leadershipandservice.ufl.edu
355,"Saturday, November 15 2014",The American Jewish community,The American Jewish community," Pugh Hall
",6:00 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/the-american-jewish-community.php,kbaron76@ufl.edu
356,"Sunday, November 16 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
357,"Sunday, November 16 2014",KEIGWIN + COMPANY,KEIGWIN + COMPANY," Phillips Center
",7:30 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/keigwin--company-.php,adouglas@performingarts.ufl.edu
358,"Sunday, November 16 2014",Stand Up Comedy Show,Sponsored by UF School of Theatre + Dance," Hippodrome Cinema
",7:30 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/stand-up-comedy-show-.php,lcraig@arts.ufl.edu
359,"Monday, November 17 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
360,"Monday, November 17 2014",The ISIS Threat and the U.S. Response - Panel Discussion,"Presented by the Center for African Studies, the UF International Center, the Bob Graham Center for Public Service, the Department of Religion"," Pugh Hall Ocora
",6 - 7 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/the-isis-threat-and-the-us-response---panel-discussion.php,kbaron76@ufl.edu
361,"Monday, November 17 2014",THE INTERGALACTIC NEMESIS,THE INTERGALACTIC NEMESIS," Phillips Center
",7:30 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/the-intergalactic-nemesis.php,adouglas@performingarts.ufl.edu
362,"Monday, November 17 2014",30th Annual UF Invitational Choral Festival,Sponsored by UF School of Music," University Auditorium
",9 a.m. - 4:30 p.m.,"UF Calendar, Arts & Museums",http://calendar.ufl.edu/event-archive/2014/october/30th-annual-uf-invitational-choral-festival-.php,//www.arts.ufl.edu/news/story.aspx?ID=1557
363,"Monday, November 17 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
364,"Monday, November 17 2014",Lunchtime Art Forum: Taylor + Janowich,Presented by Harn Museum of Art," Harn Museum of Art
",Noon - 1 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/lunchtime-art-forum-taylor--janowich.php,mpugh@harn.ufl.edu
365,"Monday, November 17 2014",PHHP Diversity Day,Sponsored by College of Public Health and Health Professions," HPNP Complex
",2 - 5 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/phhp-diversity-day-.php,jpease@phhp.ufl.edu
366,"Tuesday, November 18 2014",Voices of Change,Presented by Southern Legal Counsel," Squitieri Studio Theatre
",6 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/voices-of-change.php,csutherland@performingarts.ufl.edu
367,"Tuesday, November 18 2014",Breakout On Faith,Sponsored by First Steps In Christ," JWRU Matthews Suite
",7 - 9 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/breakout-on-faith-.php,mimi87@ufl.edu
368,"Tuesday, November 18 2014",IRHA Annual Art Gallery + Concert,Sponsored by Inter-Residence Hall Association," Reid Gallery
",7 - 9 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/irha-annual-art-gallery--concert-.php,johnlwiegand1996@ufl.edu
